y_true,y_pred_proba
0.0,0.4340861
0.0,0.5637786
0.0,0.11875516
1.0,0.67130595
0.0,0.24390681
0.0,0.13736466
0.0,0.089929365
0.0,0.65221655
1.0,0.88029
1.0,0.79926056
1.0,0.41467178
1.0,0.7453662
0.0,0.13054155
1.0,0.78302646
0.0,0.477467
0.0,0.55829084
1.0,0.85102737
0.0,0.45292512
1.0,0.49760517
0.0,0.24696516
1.0,0.8547837
0.0,0.37579846
0.0,0.3174936
0.0,0.61386496
1.0,0.7468681
1.0,0.73711514
0.0,0.4840481
1.0,0.52005374
1.0,0.6196496
1.0,0.8088749
1.0,0.89963436
0.0,0.108378805
0.0,0.3506502
1.0,0.6740012
1.0,0.7451451
1.0,0.8528327
0.0,0.46829438
1.0,0.4574692
1.0,0.58567417
0.0,0.30055752
1.0,0.7628424
1.0,0.7049083
1.0,0.5960029
1.0,0.70649856
0.0,0.33478755
0.0,0.59204304
1.0,0.66603017
1.0,0.76986235
0.0,0.39092895
0.0,0.029170977
1.0,0.83464867
0.0,0.4121895
1.0,0.5507709
1.0,0.78355455
1.0,0.6879387
0.0,0.07711621
0.0,0.64735496
0.0,0.4675416
0.0,0.35372695
1.0,0.6962147
1.0,0.65559506
1.0,0.8720218
1.0,0.6438898
0.0,0.357961
0.0,0.27335158
0.0,0.08034956
1.0,0.6987909
0.0,0.46005118
0.0,0.21382263
0.0,0.5173282
1.0,0.555399
1.0,0.6429644
1.0,0.7717868
0.0,0.5381527
0.0,0.51928425
0.0,0.28355476
0.0,0.107060626
1.0,0.75649565
1.0,0.73182225
1.0,0.7148502
1.0,0.8436066
0.0,0.37947318
0.0,0.42736715
1.0,0.8244382
1.0,0.24796323
1.0,0.85232794
1.0,0.84462893
1.0,0.3340581
1.0,0.8724626
0.0,0.26450488
1.0,0.65889806
1.0,0.8926631
1.0,0.6837413
0.0,0.17755952
1.0,0.8358788
1.0,0.82593304
1.0,0.35649845
0.0,0.71323556
0.0,0.65160716
1.0,0.72584236
0.0,0.49220648
1.0,0.5952639
0.0,0.42514297
1.0,0.7439764
1.0,0.64945084
1.0,0.5553347
1.0,0.84492534
0.0,0.27235326
1.0,0.7112891
0.0,0.3887933
0.0,0.13960244
0.0,0.23080577
0.0,0.05510583
0.0,0.7344054
1.0,0.7415389
0.0,0.31545994
0.0,0.20947278
1.0,0.8652886
0.0,0.6304095
0.0,0.31864038
1.0,0.6590913
0.0,0.25125027
0.0,0.06833872
0.0,0.55719626
1.0,0.6801919
0.0,0.31881198
1.0,0.6603619
0.0,0.625603
1.0,0.8832023
0.0,0.76113826
0.0,0.5689491
1.0,0.7859288
1.0,0.50220454
0.0,0.74099267
0.0,0.23304376
0.0,0.39206263
0.0,0.41607982
1.0,0.7174663
1.0,0.7707265
1.0,0.91515446
0.0,0.3079609
0.0,0.08598022
0.0,0.50005186
0.0,0.051896974
1.0,0.73663914
1.0,0.7402517
0.0,0.38840306
0.0,0.25189203
1.0,0.71097326
0.0,0.35994983
0.0,0.60120875
0.0,0.45290482
1.0,0.6725848
0.0,0.5824288
1.0,0.82295984
1.0,0.4146062
1.0,0.8528884
1.0,0.8172716
0.0,0.47997618
1.0,0.7918531
0.0,0.15150633
1.0,0.6098903
0.0,0.69883037
0.0,0.22379524
0.0,0.013444771
0.0,0.53749835
0.0,0.3990017
0.0,0.06176241
1.0,0.8830807
0.0,0.068139516
1.0,0.6978495
1.0,0.63669664
0.0,0.147461
1.0,0.7496855
1.0,0.64106643
0.0,0.24068882
0.0,0.42598322
1.0,0.73015016
1.0,0.89459753
0.0,0.48328713
0.0,0.07689313
1.0,0.7720472
0.0,0.48030084
1.0,0.8661669
1.0,0.5762677
1.0,0.54041654
0.0,0.41444734
1.0,0.8802595
0.0,0.4827165
0.0,0.15013957
1.0,0.7981315
1.0,0.7316156
0.0,0.49616405
0.0,0.34353974
0.0,0.056921907
1.0,0.47731957
1.0,0.640375
0.0,0.14514062
0.0,0.33110756
1.0,0.8644059
0.0,0.6606982
1.0,0.73735285
0.0,0.47255343
1.0,0.73869723
1.0,0.73318833
1.0,0.38699603
0.0,0.7317745
1.0,0.8925748
1.0,0.444772
0.0,0.5577168
0.0,0.19858813
0.0,0.667519
1.0,0.58700365
1.0,0.79179215
1.0,0.8056703
0.0,0.22274436
1.0,0.48839045
0.0,0.29327172
0.0,0.49494028
1.0,0.40556705
1.0,0.5244191
1.0,0.6761016
0.0,0.48123044
1.0,0.7314837
1.0,0.68260366
1.0,0.7714293
1.0,0.71989006
0.0,0.5657238
1.0,0.8446544
1.0,0.8756727
1.0,0.730271
0.0,0.5118921
0.0,0.33607447
